Oktober	NNP
nanti	NN
.	Z

Film	NN
yang	SC
ditulis	VB
oleh	IN
pencipta	NN
serial	NN
West	NNP
Wing	NNP
Aaron	NNP
Sorkin	NNP
dan	CC
disutradarai	VB
oleh	IN
David	NNP
Fincher	NNP
yang	SC
pernah	MD
menggarap	VB
film	NN
Fight	NNP
'	NNP
s	NNP
Club	NNP
ini	PR
sebenarnya	RB
belum	NEG
memperoleh	VB
izin	NN
Mark	NNP
Zuckerberg	NNP
.	Z

Pemuda	NN
berusia	VB
26	CD
tahun	NN
ini	PR
mengatakan	VB
"	Z
Saya	PRP
mengharapkan	VB
tidak	NEG
ada	VB
orang	NN
yang	SC
membuat	VB
film	NN
tentang	IN
saya	PRP
ketika	SC
saya	PRP
masih	MD
hidup	VB
,	Z
"	Z
kata	VB
-nya	PRP
dalam	IN
sebuah	NND
konferensi	NN
teknologi	NN
Juni	NNP
silam	NN
.	Z

Hingga	IN
Juli	NNP
2010	CD
lebih	RB
dari	IN
500	CD
juta	CD
yang	SC
terdaftar	VB
dalam	IN
situs	NN
jejaring	NN
sosial	JJ
tersebut	PR
.	Z

Hanya	RB
butuh	VB
enam	CD
tahun	NN
bagi	IN
Zuckerberg	NNP
untuk	SC
bisa	MD
mencapai	VB
kesuksesan	NN
seperti	SC
sekarang	NN
ini	PR
,	Z
setelah	SC
sebelum	SC
-nya	PRP
dia	PRP
meluncurkan	VB
situs	NN
ini	PR
saat	SC
masih	MD
duduk	VB
sebagai	IN
mahasiswa	NN
di	IN
Universitas	NNP
Harvard	NNP
.	Z

September	NNP
silam	NN
,	Z
majalah	NNP
Forbes	NNP
memasukkan	VB
dia	PRP
dalam	IN
daftar	NN
35	CD
orang	NN
terkaya	JJ
di	IN
Amerika	NNP
Serikat	NNP
dengan	SC
total	NN
kekayaan	NN
diperkirakan	VB
mencapai	VB
US	NNP
$	SYM
6,4	CD
miliar	CD
.	Z

Tetapi	CC
langkah	NN
dia	PRP
menuju	VB
kesuksesan	NN
tidak	NEG
lah	RP
mulus	JJ
.	Z

Dua	CD
orang	NND
rekan	NN
Zuckerberg	NNP
di	IN
Harvard	NNP
mengklaim	VB
ide	NN
pembuatan	NN
Facebook	NNP
datang	VB
dari	IN
mereka	PRP
.	Z

Mereka	PRP
terlibat	VB
dalam	IN
sengketa	NN
hukum	NN
yang	SC
berlarut-larut	VB
pada	IN
tahun	NN
2008	CD
dan	CC
diakhiri	VB
dengan	IN
pembayaran	NN
yang	SC
dirahasiakan	VB
jumlah	NN
-nya	PRP
kepada	IN
Cameron	NNP
dan	CC
Tyler	NNP
Winklevoss	NNP
,	Z
yang	SC
kini	NN
juga	RB
membuat	VB
situs	NN
jejaring	NN
sosial	JJ
bernama	VB
ConnectU	NNP
.	Z

Perebutan	NN
jamrud	NNP
Bahia	NNP
raksasa	JJ

Jaksa	NN
Kalifornia	NNP
akan	MD
mulai	MD
menanyai	VB
sejumlah	CD
pihak	NN
untuk	SC
menentukan	VB
mengenai	SC
kepemilikan	NN
dari	IN
jamrud	NN
raksasa	JJ
,	Z
yang	SC
disebut	VB
sebagai	IN
terbesar	JJ
.	Z

Jamrud	NNP
Bahia	NNP
dinamakan	VB
sesuai	JJ
lokasi	NN
penemuan	NN
-nya	PRP
di	IN
salah satu	CD
daerah	NN
di	IN
Brasil	NNP
memiliki	VB
berat	NN
380	CD
kg	NND
.	Z

Diperkirakan	VB
jamrud	NN
raksasa	JJ
itu	PR
bernilai	VB
lebih	RB
dari	IN
US	NNP
$	SYM
370	CD
juta	CD
dan	CC
setidaknya	RB
enam	CD
orang	NN
mengklaim	VB
kepemilikan	NN
hak	NN
atas	IN
batu	NN
tersebut	PR
.	Z

Jaksa	NN
akan	MD
mendengarkan	VB
semua	CD
pihak	NN
yang	SC
mengklaim	VB
permata	NN
itu	PR
,	Z
sebelum	SC
memutuskan	VB
kasus	NN
-nya	PRP
pada	IN
Oktober	NNP
nanti	NN
.	Z

Salah satu	CD
dari	IN
pihak	NN
yang	SC
berselisih	VB
,	Z
adalah	VB
Anthony	NNP
Thomas	NNP
ahli	NN
konstruksi	NN
dari	IN
Kalifornia	NNP
yang	SC
mengatakan	VB
dia	PRP
telah	MD
membayar	VB
kepada	IN
dua	CD
orang	NND
agen	NN
permata	NN
Brasil	NNP
senilai	NN
US	NNP
$	SYM
60.000	CD
untuk	IN
jamrud	NN
tersebut	PR
tak	NEG
lama	JJ
setelah	SC
ditemukan	VB
sembilan	CD
tahun	NN
lalu	NN
.	Z

Thomas	NNP
mengatakan	VB
telah	MD
mengatur	VB
agar	SC
batu	NN
itu	PR
dikirim	VB
melalui	IN
kapal	NN
ke	IN
kediaman	NN
-nya	PRP
di	IN
San	NNP
Jose	NNP
,	Z
tetapi	CC
tak	NEG
pernah	MD
muncul	VB
.	Z

Dia	PRP
percaya	VB
batu	NN
itu	PR
telah	MD
dicuri	VB
untuk	SC
dijual	VB
kembali	RB
dengan	IN
harga	NN
yang	SC
lebih	RB
mahal	JJ
.	Z

Thomas	NNP
hanya	RB
salah satu	CD
dari	IN
enam	CD
pihak	NN
yang	SC
mengklaim	VB
sebagai	IN
pemilik	NN
jamrud	NN
raksasa	JJ
itu	PR
.	Z

Satu	CD
masalah	NN
yang	SC
dihadapi	VB
adalah	VB
dia	PRP
kehilangan	VB
tanda terima	NN
akibat	IN
kebakaran	NN
yang	SC
melanda	VB
rumah	NN
-nya	PRP
.	Z

Jamrud	NN
itu	PR
akhirnya	RB
sampai	VB
ke	IN
Amerika	NNP
,	Z
meskipun	SC
setibanya	SC
di	IN
Amerika	NNP
tidak	NEG
jelas	JJ
siapa	SC
pemilik	NN
-nya	PRP
.	Z

Satu	CD
hal	NN
yang	SC
diketahui	VB
batu	NN
itu	PR
sempat	MD
disimpan	VB
di	IN
lemari besi	NN
bank	NN
di	IN
New	NNP
Orleans	NNP
yang	SC
terkena	VB
banjir	NN
ketika	SC
daerah	NN
itu	PR
diterjang	VB
Badai	NNP
Katrina	NNP
,	Z
sehingga	SC
batu	NN
berharga	JJ
terendam	VB
di	IN
dalam	NN
air	NN
untuk	IN
beberapa	CD
bulan	NN
.	Z

Jamrud	NNP
Bahia	NNP
kemudian	RB
dibawa	VB
ke	IN
Las	NNP
Vegas	NNP
untuk	SC
dilihat	VB
oleh	IN
calon	NN
pembeli	NN
namun	CC
disita	VB
oleh	IN
polisi	NN
Los	NNP
Angeles	NNP
.	Z

Badut	NN
politikus	NN
ditantang	VB
baca	VB
tulis	VB

Seorang	NND
badut	NN
di	IN
Brasil	NNP
yang	SC
mempunyai	VB
peluang	NN
besar	JJ
meraih	VB
kursi	NN
di	IN
parlemen	NN
dalam	IN
pemilihan	NN
Minggu	NNP
(	Z
3	CD
/	Z
10	CD
)	Z
-	Z
ditantang	VB
untuk	SC
membuktikan	VB
bahwa	SC
dia	PRP
bisa	MD
membaca	VB
dan	CC
menulis	VB
.	Z

Jajak	NN
pendapat	NN
memperlihatkan	VB
badut	NN
itu	PR
,	Z
Tiririca	NNP
,	Z
akan	MD
meraih	VB
lebih	RB
dari	IN
satu	CD
juta	CD
suara	NN
.	Z

Namun	CC
hakim	NN
di	IN
Sao	NNP
Paulo	NNP
menuntut	VB
dia	PRP
untuk	SC
memperlihatkan	VB
bisa	MD
memenuhi	VB
persyaratan	NN
baca	VB
tulis	VB
.	Z

Sejumlah	CD
surat kabar	NN
Brasil	NNP
melaporkan	VB
Tiririca	NNP
-	Z
sama	JJ
seperti	IN
satu	CD
dari	IN
sepuluh	CD
warga	NN
Brasil	NNP
buta aksara	JJ
.	Z

Tiririca	NNP
-	Z
yang	SC
dalam	IN
bahasa sehari-hari	NN
Portugis	NNP
arti	NN
-nya	PRP
tukang	NN
mengeluh	VB
menjadi	VB
sensasi	NN
besar	JJ
selama	IN
kampanye	NN
pemilihan	NN
.	Z

Video	NN
kampanye	NN
-nya	PRP
yang	SC
kocak	JJ
berhasil	VB
meraih	VB
jutaan	CD
penonton	NN
di	IN
YouTube	NNP
.	Z

Dia	PRP
antara	IN
lain	JJ
menggunakan	VB
slogan	NN
"	Z
Tidak	NEG
bisa	MD
lebih	RB
buruk	JJ
lagi	RB
"	Z
dan	CC
"	Z
Apa	WH
yang	SC
dilakukan	VB
wakil	NN
anda	PRP
?	Z
Sungguh	RB
saya	PRP
tidak	NEG
tahu	VB
.	Z
Tapi	CC
pilih	VB
lah	RP
saya	PRP
dan	CC
saya	PRP
akan	MD
mencari tahu	VB
untuk	IN
anda	PRP
.	Z
"	Z

Hakim	NN
memutuskan	VB
untuk	SC
menggelar	VB
ujian	NN
aksara	NN
setelah	SC
majalah	NNP
Epoca	NNP
menayangkan	VB
video	NN
di	IN
situs	NN
-nya	PRP
yang	SC
memperlihatkan	VB
Tiririca	NNP
tampak	VB
kesulitan	VB
membaca	VB
.	Z

Komisi	NN
pemilihan	NN
mengatakan	VB
sudah	MD
terlambat	VB
untuk	SC
menghentikan	VB
pencalonan	NN
-nya	PRP
namun	CC
dia	PRP
bisa	MD
diberhentikan	VB
setelah	SC
pemilihan	NN
nanti	NN
jika	SC
gagal	VB
memperlihatkan	VB
kemampuan	NN
membaca	VB
.	Z

Calon	NN
selebriti	NN

Tiririca	NNP
,	Z
yang	SC
nama	NN
asli	JJ
-nya	PRP
Francisco	NNP
Everardo	NNP
Oliveira	NNP
Silva	NNP
-	Z
mulai	MD
bekerja	VB
di	IN
sirkus	NN
sejak	SC
berusia	VB
delapan	CD
tahun	NN
di	IN
negara bagian	NN
miskin	JJ
,	Z
Ceara	NNP
.	Z

Dengan	IN
pengalaman	NN
-nya	PRP
,	Z
dia	PRP
kini	NN
menjadi	VB
salah seorang	CD
pelawak	NN
yang	SC
terkenal	VB
di	IN
TV	NN
.	Z

Dia	PRP
merupakan	VB
salah seorang	CD
dari	IN
puluhan	CD
calon	NN
yang	SC
berasal	VB
dari	IN
dunia	NN
olahraga	NN
maupun	CC
pertunjukan	NN
,	Z
yang	SC
berjuang	VB
untuk	SC
merebut	VB
kursi	NN
di	IN
majelis rendah	NN
parlemen	NN
dengan	SC
bersaing	VB
melawan	VB
politikus	NN
berpengalaman	VB
.	Z

Seluruhnya	RB
tercatat	VB
6.000	CD
calon	NN
dari	IN
27	CD
partai	NN
untuk	SC
meraih	VB
513	CD
kursi	NN
di	IN
parlemen	NN
.	Z

Calon	NN
lain	JJ
yang	SC
diduga	VB
akan	MD
meraih	VB
kursi	NN
di	IN
parlemen	NN
dengan	IN
kemenangan	NN
mutlak	JJ
adalah	VB
Romario	NNP
,	Z
yang	SC
merupakan	VB
salah seorang	CD
bintang	NN
sepak bola	NN
Brasil	NNP
saat	SC
meraih	VB
Piala	NNP
Dunia	NNP
1994	CD
.	Z

Para	DT
pengamat	NN
mengatakan	VB
popularitas	NN
para	DT
selebriti	NN
mencerminkan	VB
kebingungan	NN
dengan	IN
politik	NN
utama	JJ
karena	IN
marak	JJ
-nya	PRP
sejumlah	CD
skandal	NN
korupsi	NN
.	Z

Ibu	NN
,	Z
bayi	NN
dan	CC
parlemen	NN

Seorang	NND
anggota	NN
Parlemen	NNP
Eropa	NNP
asal	IN
Italia	NNP
menghadiri	VB
sidang	NN
parlemen	NN
di	IN
Strasbourg	NNP
dengan	SC
menggendong	VB
anak	NN
bayi	NN
-nya	PRP
.	Z

Licia	NNP
Ronzulli	NNP
mengatakan	VB
ia	PRP
ingin	RB
menunjukkan	VB
berat	JJ
-nya	PRP
beban	NN
yang	SC
ditanggung	VB
kaum	NN
perempuan	NN
untuk	SC
menjalani	VB
karir	NN
sekaligus	RB
mengasuh	VB
anak	NN
.	Z

Para	DT
anggota	NN
parlemen	NN
sedang	MD
membahas	VB
usul	NN
untuk	SC
memperbaiki	VB
hak	NN
maupun	CC
kesempatan	NN
bagi	IN
perempuan	NN
untuk	SC
bekerja	VB
.	Z

Vittoria	NNP
yang	SC
baru	MD
berusia	VB
satu	CD
bulan	NN
tampak	VB
tidur	VB
nyenyak	JJ
selama	SC
sidang	NN
berlangsung	VB
.	Z

Ronzulli	NNP
yang	SC
mewakili	VB
Partai	NNP
Kebebasan	NNP
Rakyat	NNP
pimpinan	NN
PM	NNP
Italia	NNP
Silvio	NNP
Berlusconi	NNP
mendapat	VB
sambutan	NN
meriah	JJ
ketika	SC
berdiri	VB
untuk	SC
menyampaikan	VB
pidato	NN
-nya	PRP
.	Z

Ia	PRP
mengatakan	VB
kepada	IN
rekan	NN
-nya	PRP
sesama	NN
anggota	NN
parlemen	NN
:	Z
"	Z
Saya	PRP
ingin	RB
melihat	VB
komitmen	NN
yang	SC
lebih	RB
besar	JJ
untuk	IN
persoalan-persoalan	NN
ini	PR
dari	IN
lembaga-lembaga	NN
Eropa	NNP
,	Z
dimulai	VB
dari	IN
dalam	NN
Parlemen	NNP
Eropa	NNP
sendiri	NN
.	Z
"	Z

Naskah	NN
asli	JJ
Harry	NNP
Potter	NNP
dipamerkan	VB

Naskah	NN
asli	JJ
dari	IN
kisah	NN
Harry	NNP
Potter	NNP
yang	SC
ditulis	VB
tangan	NN
oleh	IN
pengarang	NN
-nya	PRP
,	Z
JK	NNP
Rowling	NNP
,	Z
dipamerkan	VB
sebagai	IN
bagian	NN
dari	IN
festival	NN
buku	NN
di	IN
Skotlandia	NNP
selatan	NNP
.	Z

Dua	CD
halaman	NND
naskah	NN
yang	SC
dibingkai	VB
dan	CC
ditandatangani	VB
oleh	IN
JK	NNP
Rowling	NNP
itu	PR
berisi	VB
Balada	NN
Nick	NNP
Si	DT
Kepala	NN
Nyaris	RB
Putus	VB
.	Z

Naskah	NN
itu	PR
akan	MD
dipamerkan	VB
dalam	IN
festival	NN
di	IN
kota	NNP
Wigtown	NNP
tanggal	NN
24	CD
sampai	IN
3	CD
Oktober	NNP
.	Z

Kisah	NN
hantu	NN
Nick	NNP
itu	PR
awal	NN
-nya	PRP
ditulis	VB
sebagai	IN
bagian	NN
dari	IN
buku	NN
Harry	NNP
Potter	NNP
dan	CC
Kamar	NN
Rahasia	NN
tetapi	CC
kemudian	CC
kedua	CD
halaman	NN
itu	PR
dibuang	VB
sehingga	SC
tidak	NEG
termasuk	VB
dalam	IN
buku	NN
yang	SC
diterbitkan	VB
.	Z

Kedua	CD
halaman	NN
itu	PR
disumbangkan	VB
oleh	IN
JK	NNP
Rowling	NNP
bagi	IN
Yayasan	NNP
Kamus	NNP
Bahasa	NNP
Skotlandia	NNP
tahun	NN
2005	CD
untuk	SC
mendukung	VB
pengumpulan	NN
dana	NN
bagi	IN
pembuatan	NN
kamus	NN
baru	JJ
bahasa	NN
asli	JJ
Skotlandia	NNP
.	Z

Sekarang	NN
halaman	NN
naskah	NN
asli	JJ
itu	PR
dimiliki	VB
oleh	IN
seorang	NND
kolektor	NN
buku	NN
terkemuka	JJ
Inggris	NNP
dan	CC
pemilik	NN
jurnal	NNP
Asia	NNP
Literary	NNP
Review	NNP
Ilyas	NNP
Khan	NNP
dan	CC
belum	NEG
pernah	MD
dipamerkan	VB
kepada	IN
umum	NN
.	Z

Ilyas	NNP
Khan	NNP
mengatakan	VB
,	Z
"	Z
The	NNP
Asia	NNP
Literary	NNP
Review	NNP
pernah	MD
mendukung	VB
berbagai	CD
festival	NN
buku	NN
tetapi	CC
saya	PRP
harus	MD
mengatakan	VB
bahwa	SC
saya	PRP
sangat	RB
senang	JJ
kami	PRP
ikut	VB
dalam	IN
Festival	NNP
Wigtown	NNP
ini	PR
.	Z
"	Z

"	Z
Memamerkan	VB
naskah	NN
Balada	NN
Nick	NNP
si	DT
Kepala	NN
Nyaris	RB
Putus	VB
adalah	VB
cara	NN
yang	SC
sangat	RB
bagus	JJ
untuk	SC
membantu	VB
mendukung	VB
acara	NN
ini	PR
.	Z
"	Z

TV	NN
Australia	NNP
salah	JJ
sebut	VB
pemenang	NN

Acara	NN
TV	NN
Australia	NNP
'	NNP
s	NNP
Next	NNP
Top	NNP
Model	NNP
,	Z
sempat	MD
mengumumkan	VB
pemenang	NN
yang	SC
salah	JJ
dalam	IN
final	NN
yang	SC
disiarkan	VB
langsung	RB
pada	IN
seri	NN
-nya	PRP
yang	SC
keenam	OD
.	Z

Kelsey	NNP
Martinovich	NNP
dianugerahi	VB
mahkota	NN
kemenangan	NN
sesuai	JJ
pilihan	NN
pemirsa	NN
dan	CC
sedang	MD
menyampaikan	VB
pidato	NN
,	Z
namun	CC
presenter	NNP
Sarah	NNP
Murdoch	NNP
menyela	VB
.	Z

Sambil	SC
menggeleng-gelengkan	VB
kepala	NN
dan	CC
mendengarkan	VB
ear	FW
piece	FW
dia	PRP
mengatakan	VB
:	Z
"	Z
Saya	PRP
mual	JJ
dengan	IN
masalah	NN
ini	PR
.	Z
Saya	PRP
amat	RB
meminta	VB
maaf	NN
,	Z
ini	PR
semata-mata	RB
kecelakaan	NN
.	Z
"	Z

Dia	PRP
kemudian	RB
mengumumkan	VB
pemenang	NN
yang	SC
sebenarnya	RB
,	Z
yaitu	SC
Amanda	NNP
Ware	NNP
yang	SC
berusia	VB
18	CD
tahun	NN
.	Z

"	Z
Ini	PR
lah	RP
yang	SC
terjadi	VB
kalau	SC
siaran	NN
TV	NN
langsung	RB
,	Z
"	Z
kata	VB
Sarah	NNP
Murdoch	NNP
.	Z

"	Z
Ini	PR
edan	JJ
,	Z
edan	JJ
,	Z
edan	JJ
.	Z
"	Z

Adapun	CC
Martinovich	NNP
-	Z
yang	SC
sempat	MD
disebut	VB
sebagai	IN
pemenang	NN
selama	IN
sekitar	RB
satu	CD
menit	NND
tampak	VB
menerima	VB
kesalahan	NN
itu	PR
dengan	IN
baik	JJ
.	Z

"	Z
Ok	FW
,	Z
ini	PR
semata-mata	RB
kekeliruan	NN
,	Z
"	Z
kata	VB
-nya	PRP
.	Z

Sarah	NNP
Murdoch	NNP
berusaha	VB
menjelaskan	VB
kekeliruan	NN
itu	PR
terjadi	VB
karena	IN
selisih	NN
suara	NN
yang	SC
ketat	JJ
.	Z

"	Z
Yang	DT
memimpin	VB
terus-menerus	RB
berganti	VB
.	Z
Benar-benar	RB
tergantung	VB
pada	IN
beberapa	CD
suara	NN
.	Z
Maju	VB
mundur	VB
dan	CC
akhirnya	RB
Amanda	NNP
pemenang	NN
-nya	PRP
,	Z
"	Z
jelas	VB
-nya	PRP
.	Z

Kedua	CD
finalis	NN
kemudian	RB
berpelukan	VB
sebelum	SC
Ware	NNP
mengucapkan	VB
terima kasih	NN
kepada	IN
para	DT
pendukung	NN
-nya	PRP
dan	CC
berjalan	VB
di	IN
atas	NN
catwalk	FW
untuk	IN
terakhir	OD
kali	NND
.	Z

Dan	CC
Sarah	NNP
Murdoch	NNP
-	Z
seorang	NND
model	NN
yang	SC
merangkap	VB
presenter	FW
TV	NN
-	Z
menikah	VB
dengan	IN
putra	NN
Rupert	NNP
,	Z
Lachlan	NNP
.	Z

Membaca	VB
Don	NNP
Quixote	NNP
untuk	IN
YouTube	NNP

Akademi	NNP
Kerajaan	NNP
Spanyol	NNP
mengundang	VB
orang	NN
di	IN
seluruh	CD
dunia	NN
untuk	SC
merekam	VB
segmen	NN
dari	IN
novel	NN
klasik	JJ
Don	NNP
Quixote	NNP
dan	CC
mengunggah	VB
-nya	PRP
ke	IN
YouTube	NNP
.	Z

Karya	NN
Miguel	NNP
de	NNP
Cervantes	NNP
ini	PR
sering	RB
disebut	VB
sebagai	IN
novel	NN
Spanyol	NNP
yang	SC
paling	RB
populer	JJ
walau	SC
tak	NEG
banyak	CD
yang	SC
pernah	MD
membaca	VB
-nya	PRP
.	Z

Namun	CC
kini	NN
Akademi	NNP
Kerajaan	NNP
Spanyol	NNP
,	Z
